bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
C1-negativos	0.75	2023	6	Biomedical Signal Processing and Control	Quantum-Involution inspire false positive reduction in pulmonary nodule detection	10.1016/j.bspc.2023.104850		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2022	23	Expert Systems with Applications	A novel multi-scale CNNs for false positive reduction in pulmonary nodule detection	10.1016/j.eswa.2022.117652		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2022	7	Computers in Biology and Medicine	Cross attention guided multi-scale feature fusion for false-positive reduction in pulmonary nodule detection	10.1016/j.compbiomed.2022.106302		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2021	23	International Journal of Computer Assisted Radiology and Surgery	An efficient multi-path 3D convolutional neural network for false-positive reduction of pulmonary nodule detection	10.1007/s11548-021-02478-y		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2021	40	Computers in Biology and Medicine	Attention-embedded complementary-stream CNN for false positive reduction in pulmonary nodule detection	10.1016/j.compbiomed.2021.104357		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2020	14	Investigative Radiology	Can a Novel Deep Neural Network Improve the Computer-Aided Detection of Solid Pulmonary Nodules and the Rate of False-Positive Findings in Comparison to an Established Machine Learning Computer-Aided Detection?	10.1097/rli.0000000000000713		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2020	23	Physics in Medicine &amp; Biology	MD-NDNet: a multi-dimensional convolutional neural network for false-positive reduction in pulmonary nodule detection	10.1088/1361-6560/aba87c		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2020	16	IEEE Journal of Biomedical and Health Informatics	MR-Forest: A Deep Decision Framework for False Positive Reduction in Pulmonary Nodule Detection	10.1109/jbhi.2019.2947506		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2019	78	Neural Networks	Multi-scale gradual integration CNN for false positive reduction in pulmonary nodule detection	10.1016/j.neunet.2019.03.003		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2019	27	Applied Sciences	Multi-Scale Heterogeneous 3D CNN for False-Positive Reduction in Pulmonary Nodule Detection, Based on Chest CT Images	10.3390/app9163261		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2018	22	Computer Methods and Programs in Biomedicine	Single-view 2D CNNs with fully automatic non-nodule categorization for false positive reduction in pulmonary nodule detection	10.1016/j.cmpb.2018.08.012		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2018	108	Medical Physics	A deep 3D residual<scp>CNN</scp>for false‐positive reduction in pulmonary nodule detection	10.1002/mp.12846		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2018	13	International Journal of Imaging Systems and Technology	Multicontext 3D residual CNN for false positive reduction of pulmonary nodule detection	10.1002/ima.22293		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2018	22	Computer Methods and Programs in Biomedicine	False-positive reduction in computer-aided mass detection using mammographic texture analysis and classification	10.1016/j.cmpb.2018.03.026		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.75	2017	477	IEEE Transactions on Biomedical Engineering	Multilevel Contextual 3-D CNNs for False Positive Reduction in Pulmonary Nodule Detection	10.1109/tbme.2016.2613502		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.714	2026	1	Automation in Construction	Improving cross-site generalization in construction object detection via hard negative mining	10.1016/j.autcon.2026.106761		crossref	hard negative mining object detection training strategy
C1-negativos	0.714	2026	1	ACM Transactions on Multimedia Computing, Communications, and Applications	A Hierarchical Hard Negative Sampling Strategy for Robust Out-of-Distribution Object Detection	10.1145/3785471		crossref	hard negative mining object detection training strategy
C1-negativos	0.714	2026	2	Jurnal Sisfokom (Sistem Informasi dan Komputer)	Improving Oil Palm Fruit Detection under Class Imbalance Using Class-Balanced Focal Loss on YOLOv11	10.32736/sisfokom.v15i02.2568		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2026	0	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	Addressing Severe Class Imbalance in Spatio-Temporal Landslide Detection With Focal Tversky Loss	10.1109/jstars.2026.3683421		crossref	focal loss dense object detection class imbalance
C3-medicion	0.714	2026	3	Gut	Effect of long-term adherence on faecal immunochemical test positivity rate, positive predictive value and detection rate in organised population-based colorectal cancer screening	10.1136/gutjnl-2025-336994		crossref	positive predictive value screening low prevalence population
C1-negativos	0.714	2025	0	International Journal of Electronics and Communication Engineering	Meta-Learning For Image Forgery Detection: Tackling Class Imbalance With Focal Loss And Oversampling	10.14445/23488549/ijece-v12i7p127		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2025	0	FUDMA JOURNAL OF SCIENCES	MITIGATING CLASS IMBALANCE IN TUBERCULOSIS DETECTION: COMBINING SMOTE AND TOMEK LINK WITH MODIFIED FOCAL LOSS AND CLASS WEIGHTING IN A TRANSFER LEARNING FRAMEWORK	10.33003/fjs-2025-0907-3067		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2025	2	IEEJ Transactions on Electrical and Electronic Engineering	One‐Stage Long‐Tailed Object Detection Based on Adaptive Class Suppression Equalized Focal Loss	10.1002/tee.70027		crossref	focal loss dense object detection class imbalance
C3-medicion	0.714	2025	0	Genetics in Medicine Open	23: Positive predictive value of low fetal fraction and atypical prenatal cfDNA screening results	10.1016/j.gimo.2024.101940		crossref	positive predictive value screening low prevalence population
C1-negativos	0.714	2024	7	Multimedia Tools and Applications	Mask focal loss: a unifying framework for dense crowd counting with canonical object detection networks	10.1007/s11042-024-18134-x		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2024	75	The Journal of Supercomputing	XIDINTFL-VAE: XGBoost-based intrusion detection of imbalance network traffic via class-wise focal loss variational autoencoder	10.1007/s11227-024-06552-5		crossref	focal loss dense object detection class imbalance
C3-medicion	0.714	2024	0	BMJ	Media attention can impede positive predictive value of clinical diagnosis of low prevalence disease	10.1136/bmj.q1133		crossref	positive predictive value screening low prevalence population
C1-negativos	0.714	2023	3	The Journal of Pathology: Clinical Research	A robust model training strategy using hard negative mining in a weakly labeled dataset for lymphatic invasion in gastric cancer	10.1002/cjp2.355		crossref	hard negative mining object detection training strategy
C1-negativos	0.714	2023	24	Applied Sciences	CBF-IDS: Addressing Class Imbalance Using CNN-BiLSTM with Focal Loss in Network Intrusion Detection System	10.3390/app132111629		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2022	20	Neurocomputing	Soft focal loss: Evaluating sample quality for dense object detection	10.1016/j.neucom.2021.12.102		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2022	140	IEEE Transactions on Pattern Analysis and Machine Intelligence	Generalized Focal Loss: Towards Efficient Representation Learning for Dense Object Detection	10.1109/tpami.2022.3180392		crossref	focal loss dense object detection class imbalance
C1-negativos	0.714	2021	35	The Visual Computer	Class-discriminative focal loss for extreme imbalanced multiclass object detection towards autonomous driving	10.1007/s00371-021-02067-9		crossref	focal loss dense object detection class imbalance
C3-medicion	0.714	2021	1	The American Journal of Cardiology	Positive Predictive Value of the Thumb-Palm Test for General Population Screening of Ascending Aortic Aneurysm	10.1016/j.amjcard.2021.08.029		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2021	0	The American Journal of Cardiology	Reply to the Positive Predictive Value of the Thumb-Palm Test for General Population Screening of Ascending Aortic Aneurysm	10.1016/j.amjcard.2021.08.030		crossref	positive predictive value screening low prevalence population
C1-negativos	0.714	2020	5630	IEEE Transactions on Pattern Analysis and Machine Intelligence	Focal Loss for Dense Object Detection	10.1109/tpami.2018.2858826		crossref	focal loss dense object detection class imbalance
C3-medicion	0.714	2020	12	Journal of Addiction Medicine	Non-prescription Fentanyl Positive Toxicology: Prevalence, Positive Predictive Value of Fentanyl Immunoassay Screening, and Description of Co-substance Use	10.1097/adm.0000000000000723		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2017	3	Journal of Medical Screening	High test positivity and low positive predictive value for colorectal cancer of continued faecal occult blood test screening after negative colonoscopy	10.1177/0969141317698501		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2016	8	Journal of Analytical Toxicology	Predictive Value of Positive Drug Screening Results in an Urban Outpatient Population	10.1093/jat/bkw088		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2016	4	Canadian Association of Radiologists Journal	Detection Rate, Recall Rate, and Positive Predictive Value of Digital Compared to Screen-Film Mammography in the Quebec Population-Based Breast Cancer Screening Program	10.1016/j.carj.2016.02.001		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2015	0	Sexually Transmitted Infections	P9 Low false positive rate of gonorrhoea cases referred to gum from a low prevalence chlamydia screening population	10.1136/sextrans-2015-052126.53		crossref	positive predictive value screening low prevalence population
C3-medicion	0.714	2015	9	Cancer Epidemiology	Impact of subsequent screening episodes on the positive predictive value for advanced neoplasia and on the distribution of anatomic subsites of colorectal cancer: A population-based study on behalf of the French colorectal cancer screening program	10.1016/j.canep.2015.09.008		crossref	positive predictive value screening low prevalence population
C1-negativos	0.667	2025	0	Machine Learning	LEAP: Linear equations for classifier accuracy prediction under prior probability shift	10.1007/s10994-025-06878-y		crossref	prior probability shift quantification classifier deployment
C3-medicion	0.667	2025	0	BMC Public Health	Contributions of risk factors, additional yield and number needed to screen to prevalence of diabetes in tuberculosis-exposed households	10.1186/s12889-025-24628-6		crossref	number needed to screen diagnostic yield programme
C2-prospeccion	0.667	2024	3	Mathematics	Shift-Invariance Robustness of Convolutional Neural Networks in Side-Channel Analysis	10.3390/math12203279		crossref	translation equivariance convolutional networks shift invariance
C1-negativos	0.667	2023	2	IEEE Access	Synthetic Speech Spoofing Detection Based on Online Hard Example Mining	10.1109/access.2023.3311849		crossref	online hard example mining detector training
C1-negativos	0.667	2023	16	IEEE Transactions on Multimedia	Deep Blind Image Quality Assessment Powered by Online Hard Example Mining	10.1109/tmm.2023.3257564		crossref	online hard example mining detector training
C1-negativos	0.667	2022	11	Frontiers in Neuroscience	Online hard example mining vs. fixed oversampling strategy for segmentation of new multiple sclerosis lesions from longitudinal FLAIR MRI	10.3389/fnins.2022.1004050		crossref	online hard example mining detector training
C1-negativos	0.667	2021	28	IEEE Access	Incorporate Online Hard Example Mining and Multi-Part Combination Into Automatic Safety Helmet Wearing Detection	10.1109/access.2020.3045155		crossref	online hard example mining detector training
C1-negativos	0.667	2021	8	IEEE Transactions on Intelligent Transportation Systems	Adversarial Training-Based Hard Example Mining for Pedestrian Detection in Fish-Eye Images	10.1109/tits.2020.3007578		crossref	online hard example mining detector training
C2-prospeccion	0.667	2021	0	CLEI Electronic Journal	Invariance and Same-Equivariance Measures for Convolutional Neural Networks	10.19153/cleiej.24.1.8		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.667	2020	0	Journal of Computer Science and Technology	Thesis Overview Invariance and Same-Equivariance Measures  for Convolutional Neural Networks	10.24215/16666038.20.e06		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.667	2020	0	Gastroenterology	Tu1974 EVALUATING THE NUMBER NEEDED TO SCREEN AND THE NUMBER NEEDED TO INVITE TO SCREENING FOR COLORECTAL CANCER AS A QUANTITATIVE MEASURE OF THE CLINICAL IMPACT OF DIAGNOSTIC TECHNOLOGIES	10.1016/s0016-5085(20)33759-8		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.667	2018	138	IEEE Access	Object Detection Based on Multi-Layer Convolution Feature Fusion and Online Hard Example Mining	10.1109/access.2018.2815149		crossref	online hard example mining detector training
C2-prospeccion	0.667	2017	1	Proceedings of the AAAI Conference on Artificial Intelligence	Patch Reordering: A NovelWay to Achieve Rotation and Translation Invariance in Convolutional Neural Networks	10.1609/aaai.v31i1.10872		crossref	translation equivariance convolutional networks shift invariance
C1-negativos	0.625	2026	20	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	Optical Remote Sensing Object Detection Based on Background Separation and Small Object Compensation Strategy	10.1109/jstars.2024.3351140		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2025	9	Remote Sensing	DFAS-YOLO: Dual Feature-Aware Sampling for Small-Object Detection in Remote Sensing Images	10.3390/rs17203476		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2025	4	Remote Sensing	Vision-Language Guided Semantic Diffusion Sampling for Small Object Detection in Remote Sensing Imagery	10.3390/rs17183203		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2024	10	IEEE Transactions on NanoBioscience	3D ARCNN: An Asymmetric Residual CNN for False Positive Reduction in Pulmonary Nodule	10.1109/tnb.2023.3278706		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.625	2024	7	IEEE Transactions on Geoscience and Remote Sensing	Negative-Core Sample Knowledge Distillation for Oriented Object Detection in Remote Sensing Image	10.1109/tgrs.2024.3492046		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2024	37	IEEE Geoscience and Remote Sensing Letters	Cross-Modal Feature Fusion and Interaction Strategy for CNN-Transformer-Based Object Detection in Visual and Infrared Remote Sensing Imagery	10.1109/lgrs.2023.3339214		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2022	13	Diagnostics	A Lower False Positive Pulmonary Nodule Detection Approach for Early Lung Cancer Screening	10.3390/diagnostics12112660		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.625	2022	2	International Journal of Electrical and Computer Engineering (IJECE)	Computer-aided diagnostic system kinds and pulmonary nodule detection efficacy	10.11591/ijece.v12i5.pp4734-4745		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.625	2021	27	Artificial Intelligence in Medicine	Multiscale CNN with compound fusions for false positive reduction in lung nodule detection	10.1016/j.artmed.2021.102017		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.625	2021	11	Technology and Health Care	False positive reduction in pulmonary nodule classification using 3D texture and edge feature in CT images	10.3233/thc-181565		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.625	2021	52	Remote Sensing	Few-Shot Object Detection on Remote Sensing Images via Shared Attention Module and Balanced Fine-Tuning Strategy	10.3390/rs13193816		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2021	5	International Journal of Remote Sensing	CGP Box: An effective direction representation strategy for oriented object detection in remote sensing images	10.1080/01431161.2021.1941389		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.625	2020	7	Diagnostics	False-Positive Malignant Diagnosis of Nodule Mimicking Lesions by Computer-Aided Thyroid Nodule Analysis in Clinical Ultrasonography Practice	10.3390/diagnostics10060378		crossref	false positive reduction computer aided detection pulmonary nodule
C3-medicion	0.625	2017	2	Arabian Journal for Science and Engineering	Pedestrian Detection with Minimal False Positives per Color-Thermal Image	10.1007/s13369-017-2424-3		crossref	false positives per image detection metric medical imaging
C3-medicion	0.625	2016	12	Radiological Physics and Technology	Quantification of hazard prediction ability at hazard prediction training (Kiken-Yochi Training: KYT) by free-response receiver-operating characteristic (FROC) analysis	10.1007/s12194-016-0374-1		crossref	free response operating characteristic FROC lesion detection evaluation
C1-negativos	0.625	2015	1	Journal of Medical Diagnostic Methods	False Positive Value of Computer-Aided Detection in Full Field Digital Mammography in Detection of Breast Malignancy	10.4172/2168-9784.1000192		crossref	false positive reduction computer aided detection pulmonary nodule
C3-medicion	0.625	2015	3	Journal of Digital Imaging	A Metric for Reducing False Positives in the Computer-Aided Detection of Breast Cancer from Dynamic Contrast-Enhanced Magnetic Resonance Imaging Based Screening Examinations of High-Risk Women	10.1007/s10278-015-9796-2		crossref	false positives per image detection metric medical imaging
C1-negativos	0.6	2025	0	International Journal on Computational Engineering	Comparative Analysis of Multi-pose Face Detection Between Yolo and Haar Cascade Classifier	10.62527/comien.2.3.66		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2025	3	Journal of Ubiquitous Computing and Communication Technologies	Intelligent Drowsiness Detection using Haar Cascade Classifier and Convolutional Neural Network	10.36548/jucct.2025.2.006		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2025	1	Transactions on Informatics and Data Science	Haar Cascade Classifier and Adaboost Algorithm for Face Detection with the Viola-Jones Method	10.24090/tids.v2i1.12276		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2024	0	Indian Journal Of Science And Technology	Vehicle Speed Detection using Haar Cascade Classifier and Correlation Tracking	10.17485/ijst/v17i8.1458		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2024	16	Multimedia Tools and Applications	Real-time video surveillance based human fall detection system using hybrid haar cascade classifier	10.1007/s11042-024-18305-w		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2024	4	Sinkron	Face Detection in Complex Background using Scale Invariant Feature Transform and Haar Cascade Classifier Methods	10.33395/sinkron.v8i2.13556		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2023	16	Wasit Journal of Computer and Mathematics Science	Face detection by using Haar Cascade Classifier	10.31185/wjcm.109		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2023	0	Journal of Applied Intelligent System	Helmet Detection Based on Cascade Classifier and Adaptive Boosting	10.33633/jais.v8i2.7392		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2023	0	Ibn AL-Haitham Journal For Pure and Applied Sciences	Automatic Detection and Recognition of Car Plates Based on Cascade Classifier	10.30526/36.1.2895		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2022	9	SSRN Electronic Journal	Face detection using Haar cascade classifier	10.2139/ssrn.4157631		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2022	1	SSRN Electronic Journal	A Self-Construction of Automatic Crescent Detection with Using Haar – Cascade Classifier and Support Vector Machine	10.2139/ssrn.4290813		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2022	1	JOURNAL OF MECHANICS OF CONTINUA AND MATHEMATICAL SCIENCES	A PROPOSED FIRE DETECTION SURVELLIANCE THROUGH MACHINE LEARNING BASED ON HAAR CASCADE CLASSIFIER	10.26782/jmcms.2022.06.00003		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2022	0	Revue d'Intelligence Artificielle	Target Detection in Video Images Using HOG-Based Cascade Classifier	10.18280/ria.360507		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2021	0	Jurnal Nasional Komputasi dan Teknologi Informasi (JNKTI)	Implementasi Perhitungan Face Detection  Dengan Metode Haar Cascade Classifier	10.32672/jnkti.v4i6.3721		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2021	3	INFORMATION TECHNOLOGY IN INDUSTRY	REAL TIME FACE DETECTION AND RECOGNITION SYSTEM USING HAAR CASCADE CLASSIFIER AND NEURAL NETWORKS	10.17762/itii.v9i1.122		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2021	0	Signal and Data Processing	Iranian Vehicle License Plate Detection based on Cascade Classifier	10.52547/jsdp.18.3.77		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2021	15	Journal of Physics: Conference Series	Facial Emotion Detection Using Haar-Cascade Classifier and Convolutional Neural Networks	10.1088/1742-6596/1844/1/012004		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2020	1	International Journal of Engineering Research and	Building Custom HAAR-Cascade Classifier for face Detection	10.17577/ijertv8is120350		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2020	2	J-ICOM - Jurnal Informatika dan Teknologi Komputer	MULTI FACE DETECTION SYSTEM USING HAAR CASCADE CLASSIFIER METHOD	10.33059/j-icom.v1i1.2728		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2019	1	International Journal for Research in Applied Science and Engineering Technology	Face Detection and Eye Detection in Image and Video using Pre-trained HAAR-Cascade Classifier	10.22214/ijraset.2019.11104		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2019	9	Journal of Unmanned Vehicle Systems	Implementation and optimization of the cascade classifier algorithm for UAV detection and tracking	10.1139/juvs-2018-0033		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2019	4	Procedia Computer Science	Application of local binary patterns and cascade AdaBoost classifier for mice behavioural patterns detection and analysis	10.1016/j.procs.2019.09.308		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2018	0	International Journal of Engineering &amp; Technology	Development of Nighttime Vehicle Detection System using  5-stage Cascade Classifier	10.14419/ijet.v7i4.41.24303		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2017	0	International Journal of Latest Trends in Engineering and Technology	Embedded design and implementation of face detection and face recognition system with haar cascade classifier and eigenface algorithm	10.21172/1.841.35		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2016	24	IET Image Processing	Real‐time vehicle detection with foreground‐based cascade classifier	10.1049/iet-ipr.2015.0333		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2016	30	Journal of Algorithms &amp; Computational Technology	Cascade classifier for face detection	10.1177/1748301816649073		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2015	5	EAI Endorsed Transactions on Pervasive Health and Technology	A Cascade-Classifier Approach for Fall Detection	10.4108/eai.14-10-2015.2261619		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.6	2015	7	EURASIP Journal on Image and Video Processing	High-performance on-road vehicle detection with non-biased cascade classifier by weight-balanced training	10.1186/s13640-015-0074-5		crossref	bootstrapping negatives cascade classifier detection
C1-negativos	0.571	2026	0	Pattern Analysis and Applications	Structured residual attention for pulmonary nodule detection: a candidate-based 3D detector with hard-negative mining	10.1007/s10044-026-01672-5		crossref	hard negative mining object detection training strategy
C1-negativos	0.571	2026	0	Frontiers in Artificial Intelligence	A lightweight region of interest-level adjudication framework with hard-negative mining and confidence-aware fusion for pediatric fracture detection	10.3389/frai.2026.1807189		crossref	hard negative mining object detection training strategy
C1-negativos	0.571	2026	0	Journal of Electrical Systems	Application of Cost-Sensitive Focal-Loss, Imbalance-Aware Stacking Framework for Financial Fraud Detection	10.52783/jes.9675		crossref	focal loss dense object detection class imbalance
C1-negativos	0.571	2026	0	Remote Sensing	Semantic Consistency and Uncertainty-Driven Small-Object Detection for Class Imbalance	10.3390/rs18132208		crossref	focal loss dense object detection class imbalance
C1-negativos	0.571	2026	0	Electronics	Scale-Aware Mosaic Augmentation and GSIoU-Based Varifocal Loss for Robust Object Detection Under Scale Imbalance	10.3390/electronics15051075		crossref	focal loss dense object detection class imbalance
C1-negativos	0.571	2026	0	Frontiers in Medicine	Integrating augmentation-aware manifold smoothing and momentum-adjusted loss for handling class imbalance in thoracic disease detection	10.3389/fmed.2026.1795508		crossref	focal loss dense object detection class imbalance
C1-negativos	0.571	2026	1	Heritage	Learning from the Rare: Overcoming Class Imbalance in Archaeological Object Detection with Boosting Methods	10.3390/heritage9030099		crossref	focal loss dense object detection class imbalance
C1-negativos	0.571	2026	0	Mathematics	A Budget-Aware Class-Balanced Active Learning Framework for Imbalanced Wearable Human Activity Recognition	10.3390/math14111932		crossref	active learning annotation budget rare class detection
C1-negativos	0.571	2026	0	IEEE Access	Rare-Beat Detection in Heterogeneous ECG: Federated Learning Under Severe Class Imbalance and Class-Missing Clients	10.1109/access.2026.3715579		crossref	active learning annotation budget rare class detection
C1-negativos	0.571	2026	1	Applied Sciences	Rarity-Aware Stratified Active Learning for Class-Imbalanced Industrial Object Detection	10.3390/app16031236		crossref	active learning annotation budget rare class detection
C1-negativos	0.571	2026	0	Proceedings of the AAAI Conference on Artificial Intelligence	Class-Aware Active Annotation in Federated Semi-Supervised Learning for Medical Image Classification	10.1609/aaai.v40i32.39964		crossref	active learning annotation budget rare class detection
C1-negativos	0.571	2026	0	Bioengineering	Active Learning Under Expert-Budget Constraints: A Human-in-the-Loop Pipeline for Diabetic Retinopathy Lesion Detection	10.3390/bioengineering13070762		crossref	active learning annotation budget rare class detection
C3-medicion	0.571	2026	0	Network Modeling Analysis in Health Informatics and Bioinformatics	Efficient detection of rare clinical cohorts: a robust framework for extreme class imbalance in low-resource clinical text	10.1007/s13721-026-00855-8		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.571	2026	0	Transportation Letters	Recalibration strategies for real-time crash prediction: adaptive drift detection vs. cumulative retraining under rare-event class imbalance	10.1080/19427867.2026.2689732		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.571	2026	0	Statistics in Medicine	Improving Variance and Confidence Interval Estimation in Small‐Sample Propensity Score Analyses: Bootstrap Versus Asymptotic Methods	10.1002/sim.70643		crossref	confidence interval proportion small sample rare outcome
C3-medicion	0.571	2026	0	Epidemiology	How Small Outcome Misclassification and Large Sample Sizes Can Distort Rare-Event Analyses in Differentiated Thyroid Cancer	10.1097/01.ede.0001193348.87092.20		crossref	confidence interval proportion small sample rare outcome
