theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2024		0		10.1109/tgrs.2025.3545416/v2/review1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2025		0		10.1109/tgrs.2025.3545416/v3/review1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2024		0		10.1109/tgrs.2025.3545416/v1/review2			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2025		0		10.1109/tgrs.2025.3545416/v3/review2			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2025		0		10.1109/tgrs.2025.3545416/v2/review2			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Post-Disaster Building Damage Assessment: Multi-Class Object Detection vs. Object Localization and Classification	2025	Remote Sensing	4		10.3390/rs17243957		en	Natural disasters demand swift and accurate impact assessment, yet traditional field-based methods remain prohibitively slow. While semi-automatic techniques leveraging remote sensing and drone imagery have accelerated evaluations, existing datasets predominantly emphasize Western infrastructure, offering limited representation of African contexts. The EDDA dataset (a Mozambique post-disaster building damage dataset developed under the Efficient Humanitarian Aid Through Intelligent Image Analysis project), addresses this critical gap by capturing rural and urban damage patterns in Mozambique following Cyclone Idai. Despite encouraging early results, significant challenges persist due to task complexity, severe class imbalance, and substantial architectural diversity across regions. Building upon EDDA, this study introduces a two-stage building damage assessment pipeline that decouples localization from classification. We employ lightweight You Only Look Once (YOLO)-based detectors—RTMDet, YOLOv7, and YOLOv8—for building localization, followed by dedicated damage severity classification using state-of-the-art architectures including Compact Convolutional Transformers, EfficientNet, and ResNet. This approach tests whether separating feature extraction tasks—assigning detectors solely to localization and specialized classifiers to damage assessment—yields superior performance compared to multi-class detection models that jointly learn both objectives. Comprehensive evaluation across 640+ model combinations demonstrates that our two-stage pipeline achieves competitive performance (mAP 0.478) with enhanced modularity compared to multi-class detection baselines (mAP 0.455), offering improved robustness across diverse building types and imbalanced damage classes.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2025		0		10.1088/1361-6501/ae599d/v1/review1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	$\mathcal{R}^2$ -CNN: Fast Tiny Object Detection in Large-Scale Remote Sensing Images	2019	IEEE Transactions on Geoscience and Remote Sensing	244		10.1109/tgrs.2019.2899955			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	SSN: Scale Selection Network for Multi-Scale Object Detection in Remote Sensing Images	2024	Remote Sensing	6		10.3390/rs16193697		en	The rapid growth of deep learning technology has made object detection in remote sensing images an important aspect of computer vision, finding applications in military surveillance, maritime rescue, and environmental monitoring. Nonetheless, the capture of remote sensing images at high altitudes causes significant scale variations, resulting in a heterogeneous range of object scales. These varying scales pose significant challenges for detection algorithms. To solve the scale variation problem, traditional detection algorithms compute multi-layer feature maps. However, this approach introduces significant computational redundancy. Inspired by the mechanism of cognitive scaling mechanisms handling multi-scale information, we propose a novel Scale Selection Network (SSN) to eliminate computational redundancy through scale attentional allocation. In particular, we have devised a lightweight Landmark Guided Scale Attention Network, which is capable of predicting potential scales in an image. The detector only needs to focus on the selected scale features, which greatly reduces the inference time. Additionally, a fast Reversible Scale Semantic Flow Preserving strategy is proposed to directly generate multi-scale feature maps for detection. Experiments demonstrate that our method facilitates the acceleration of image pyramid-based detectors by approximately 5.3 times on widely utilized remote sensing object detection benchmarks.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Full Convolutional Neural Network Based on Multi-Scale Feature Fusion for the Class Imbalance Remote Sensing Image Classification	2020	Remote Sensing	47		10.3390/rs12213547		en	Remote sensing image segmentation with samples imbalance is always one of the most important issues. Typically, a high-resolution remote sensing image has the characteristics of high spatial resolution and low spectral resolution, complex large-scale land covers, small class differences for some land covers, vague foreground, and imbalanced distribution of samples. However, traditional machine learning algorithms have limitations in deep image feature extraction and dealing with sample imbalance issue. In the paper, we proposed an improved full-convolution neural network, called DeepLab V3+, with loss function based solution of samples imbalance. In addition, we select Sentinel-2 remote sensing images covering the Yuli County, Bayingolin Mongol Autonomous Prefecture, Xinjiang Uygur Autonomous Region, China as data sources, then a typical region image dataset is built by data augmentation. The experimental results show that the improved DeepLab V3+ model can not only utilize the spectral information of high-resolution remote sensing images, but also consider its rich spatial information. The classification accuracy of the proposed method on the test dataset reaches 97.97%. The mean Intersection-over-Union reaches 87.74%, and the Kappa coefficient 0.9587. The work provides methodological guidance to sample imbalance correction, and the established data resource can be a reference to further study in the future.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Object Detection in Remote Sensing Images Based on Adaptive Multi-Scale Feature Fusion Method	2024	Remote Sensing	44		10.3390/rs16050907		en	Multi-scale object detection is critical for analyzing remote sensing images. Traditional feature pyramid networks, which are aimed at accommodating objects of varying sizes through multi-level feature extraction, face significant challenges due to the diverse scale variations present in remote sensing images. This situation often forces single-level features to span a broad spectrum of object sizes, complicating accurate localization and classification. To tackle these challenges, this paper proposes an innovative algorithm that incorporates an adaptive multi-scale feature enhancement and fusion module (ASEM), which enhances remote sensing image object detection through sophisticated multi-scale feature fusion. Our method begins by employing a feature pyramid to gather coarse multi-scale features. Subsequently, it integrates a fine-grained feature extraction module at each level, utilizing atrous convolutions with varied dilation rates to refine multi-scale features, which markedly improves the information capture from widely varied object scales. Furthermore, an adaptive enhancement module is applied to the features of each level by employing an attention mechanism for feature fusion. This strategy concentrates on the features of critical scale, which significantly enhance the effectiveness of capturing essential feature information. Compared with the baseline method, namely, Rotated FasterRCNN, our method achieved an mAP of 74.21% ( 0.81%) on the DOTA-v1.0 dataset and an mAP of 84.90% (+9.2%) on the HRSC2016 dataset. These results validated the effectiveness and practicality of our method and demonstrated its significant application value in multi-scale remote sensing object detection tasks.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v1/review2			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2024		0		10.1109/tgrs.2025.3545416/v1/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v2/review2			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v2/review1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2025		0		10.1109/tgrs.2025.3545416/v2/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""Scale-Aware Pruning Framework for Remote Sensing Object Detection via Multifeature Representation"""	2025		0		10.1109/tgrs.2025.3545416/v3/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Review for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v3/review1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Multi-Scale Object Detection in Remote Sensing Images Based on Feature Interaction and Gaussian Distribution	2024	Remote Sensing	8		10.3390/rs16111988		en	Remote sensing images are usually obtained from high-altitude observation. The spatial resolution of the images varies greatly and there are scale differences both between and within object classes, resulting in a diversified distribution of object scales. In order to solve these problems, we propose a novel object detection algorithm that maintains adaptability to multi-scale object detection based on feature interaction and Gaussian distribution in remote sensing images. The proposed multi-scale feature interaction model constructs feature interaction modules in the feature layer and spatial domain and combines them to fully utilize the spatial and semantic information of multi-level features. The proposed regression loss algorithm based on Gaussian distribution takes the normalized generalized Jensen–Shannon divergence with Gaussian angle loss as the regression loss function to ensure the scale invariance of the model. The experimental results demonstrate that our method achieves 77.29% mAP on the DOTA-v1.0 dataset and 97.95% mAP on the HRSC2016 dataset, which are, respectively, 1.12% and 1.41% higher than that of the baseline. These experimental results indicate the effectiveness of our method for object detection in remote sensing images.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Rapid object detection method for large-scale high-resolution optical remote sensing images based on image pyramid scene classification	2025	International Conference on Remote Sensing, Surveying, and Mapping (RSSM 2025)	0		10.1117/12.3066693			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v1/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Relevance Pooling Guidance and Class-Balanced Feature Enhancement for Fine-Grained Oriented Object Detection in Remote Sensing Images	2024	Remote Sensing	5		10.3390/rs16183494		en	Fine-grained object detection in remote sensing images is highly challenging due to class imbalance and high inter-class indistinguishability. The strategies employed by most existing methods to resolve these two challenges are relatively rudimentary, resulting in suboptimal model performance. To address these issues, we propose a fine-grained object-oriented detection method based on relevance pooling guidance and class balance feature enhancement. Firstly, we propose a global attention mechanism that dynamically retains spatial features pertinent to objects through relevance pooling during down-sampling, thereby enabling the model to acquire more discriminative features. Next, a class balance correction module is proposed to alleviate the class imbalance problem. This module employs feature translation and a learnable reinforcement coefficient to highlight the boundaries of tail class features while maintaining their distinctiveness. Furthermore, we present an enhanced contrastive learning strategy. By dynamically adjusting the contribution of inter-class samples and intra-class similarity measures, this strategy not only constrains inter-class feature distances but also facilitates tighter intra-class clustering, making it more suitable for imbalanced datasets. Evaluation on the FAIR1M and MAR20 datasets demonstrates that our method is superior compared to other methods in object detection and achieves 46.44 and 85.05% mean average precision, respectively.
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v2/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	"Decision letter for ""MSGHNet: Multi-Scale Gradient-aware Hypergraph Network for Remote Sensing Small Object Detection"""	2026		0		10.1088/1361-6501/ae599d/v3/decision1			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Scalable multi-class geospatial object detection in high-spatial-resolution remote sensing images	2014	2014 IEEE Geoscience and Remote Sensing Symposium	11		10.1109/igarss.2014.6946975			
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Topology geometry constrained open-set remote sensing object detection under class imbalance	2026	Knowledge-Based Systems	0		10.1016/j.knosys.2026.116554		en	
1_base_rate	class imbalance rare object detection remote sensing large scale	crossref	Local Non-Maximum Suppression: Enhancing Object Detection in Large-Scale Remote Sensing Images via iterative pipelined Postprocessing	2026	ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences	0		10.5194/isprs-annals-xi-3-2026-81-2026		en	Abstract. Object detection in large, dense remote sensing imagery is difficult because targets are often small and arbitrarily oriented, and state-of-the-art detectors cannot process very large images directly without a reduction in accuracy. Tiling-based inference workflows mitigate the latter issue by running inference iteratively on overlapping tiles, but introduce pre- and postprocessing overhead for image tiling and Non-Maximum Suppression (NMS). We introduce local NMS, an asynchronous tile-wise postprocessing scheme. Local NMS runs in a separate subprocess in parallel to tile-wise inference and collects intermediate results enqueued by the inference process, immediately applying postprocessing. Intelligent reordering of tiles in a preprocessing step ensures optimal usage of computing resources. We assess our method using three state-of-the art object detection models for horizontal and oriented bounding box detection on two benchmark datasets containing large dense aerial and satellite images, DOTA-v2.0 and Izembek Lagoon Birds, stratifying by image size and average object density. Local NMS consistently reduces end-to-end runtime across models and datasets without significant impact on mAP. A maximum runtime reduction of 60.77% on large dense DOTA-v2.0 scenes could be achieved without modifying model architectures or retraining.
1_base_rate	base rate precision rare event detection machine learning	crossref	Automated microseismic event detection with machine learning			0		10.14264/a76d4cd			
1_base_rate	base rate precision rare event detection machine learning	crossref	Studying extreme climate events using machine learning and rare event algorithms			0		10.70675/c778208cz07edz4c6bzace6zeca965094719			Étude d’événements climatiques extrêmes avec des approches d’apprentissage automatique et des algorithmes d’événements rares Les phénomènes météorologiques et climatiques extrêmes sont parmi les effets les plus néfastes de la crise climatique, causant des surmortalités importantes, comme lors des vagues de chaleur extrême. Le réchauffement climatique augmente également le risque, encore mal quantifié, de franchir des points de basculement entraînant des changements brusques du climat.Il est donc crucial d'améliorer notre compréhension et notre capacité de prévision de ces événements extrêmes. Cependant, en raison de leur rareté, les observations sont limitées et les simulations climatiques de pointe sont coûteuses. Pour pallier ce manque de données, des Algorithmes d'Événements Rares peuvent améliorer l'efficacité des simulations. Ces algorithmes nécessitent une estimation de la probabilité d'occurrence de l'événement en fonction de l'état du système, qui est exactement ce que la prédiction fournit. Cette thèse explore deux directions principales. La première utilise l’apprentissage automatique pour estimer, à partir de données issues de simulations climatiques, les probabilités de vagues de chaleur extrême en France. En examinant une hiérarchie de modèles ML de complexité croissante, elle étudie les compromis entre la quantité de données, la performance et l'interprétabilité des prédictions. La deuxième direction applique un algorithme d’événements rares à l'étude de l'effondrement brutal de la circulation méridienne de retournement de l'Atlantique (AMOC). Enfin, la thèse combine ces deux approches pour étudier comment le couplage de l’apprentissage automatique et des algorithmes des événements rares peut améliorer notre capacité à échantillonner et à prédire les événements extrêmes.
1_base_rate	base rate precision rare event detection machine learning	crossref	Event recognition and anomaly detection using machine learning			0		10.32657/10356/173509			
1_base_rate	base rate precision rare event detection machine learning	crossref	Rare event sampling methods and machine learning to study catalytic reaction mechanisms			0		10.70675/a2f31151z7832z4731za747z1eccf916595e			"Méthodes d'échantillonage d'évènements rares et machine learning pour l'étude des mécanismes de réaction catalytiques En catalyse, les réactions mettent généralement en jeu plusieurs états intermédiaires méta-stables, les transitions entre chacun d'entre eux étant rares. Ainsi, la succession de multiples événements rares doit être étudiée. Dans cette situation, il est très important de définir des méthodes pour améliorer l'échantillonnage de ces mêmes événements rares. De nos jours, la plupart des études théoriques sur les réactions catalytiques utilisent la théorie de l'état de transition avec une approximation harmonique pour calculer les constantes de vitesse de réaction. Bien que cette méthode puisse donner des résultats acceptables, dans de nombreux cas pertinents pour la catalyse, elle peut mener à des erreurs non négligeables. Dans ce travail de thèse, nous présentons une approche combinant la méthode d'échantillonnage d'événements rares ""adaptive multi-level splitting"" (AMS) et des outils d'apprentissage automatique pour échantillonner des trajectoires réactives et calculer les constantes de vitesse de réaction. La plupart des méthodes de calcul des vitesses de réaction reposent sur une définition préliminaire d'un ensemble de variables collectives utilisées soit pour définir l'énergie libre, soit comme coordonnées de réaction pour indexer l'avancement des réactions. Habituellement, les variables collectives (et les coordonnées de réaction) sont construites à partir des connaissances d'experts du système étudié. Plus récemment, des méthodes automatiques ont été proposées pour identifier ces variables. Les deux premières contributions de ce travail sont consacrées à l'analyse de deux méthodes visant à identifier des variables collectives à l'aide de modèles bidimensionnels. La première se concentre sur l'apprentissage non supervisé à l'aide d'auto-encodeurs, tandis que la seconde est consacrée à l'apprentissage actif de la fonction committor à l'aide de la méthode d'échantillonnage d'événements rares AMS. Enfin, la troisième contribution vise à calculer des constantes de vitesse de rotation et de dissociation d'une molécule d'eau sur une surface d'alumine gamma (γ-Al2O3) (100) en utilisant la relation de Hill et l'algorithme AMS. L'étude de ce système catalytique permet de montrer comment un cas composé de multiples états métastables peut être traité dans ce cadre, ainsi que certaines approches pour analyser l'ensemble des trajectoires réactives afin de permettre une interprétation chimique du processus. Cette étude évalue également la pertinence de la construction d'un champ de force par approche machine learning pour accélérer la dynamique moléculaire mise en oeuvre au sein de l'algorithme AMS."
1_base_rate	base rate precision rare event detection machine learning	crossref	Machine learning in event detection	2023		0		10.31219/osf.io/4scxj			Any events that have already been detected manually or algorithmically can be used to train the classifier to perform a similar classification of other data without the user having to define parameters. In this study, we investigate the use of random machine learning techniques in the forest to detect fixations, jerks and post-saccadic oscillations (PSOs). To demonstrate the practical applicability of the proposed method for applications involving eye movement classification algorithms, we present an example of the method in an eye-movement-driven biometric application. We conclude that machine learning techniques lead to better recognition performance than current state-of-the-art event recognition algorithms and can match the performance of manual coding.
1_base_rate	base rate precision rare event detection machine learning	crossref	Anomalous/Relevant Event Detection (A/RED): Active Machine Learning for Finding Rare Events	2022	2022 Ninth International Conference on Social Networks Analysis, Management and Security (SNAMS)	0		10.1109/snams58071.2022.10062609			
1_base_rate	base rate precision rare event detection machine learning	crossref	An Efficient Hybrid Machine Learning and Deep Learning-Base on Agricultural Pest Detection System	2026	International Journal of Scientific Engineering and Research	0		10.70729/me26509114302			
1_base_rate	base rate precision rare event detection machine learning	crossref	meV-scale rare event detection with quantum sensors	2023	Quantum Sensing, Imaging, and Precision Metrology	0		10.1117/12.2657714			
1_base_rate	base rate precision rare event detection machine learning	crossref	Process-monitoring-for-quality — A machine learning-based modeling for rare event detection	2020	Array	16		10.1016/j.array.2020.100034		en	
1_base_rate	base rate precision rare event detection machine learning	crossref	Machine learning for event detection in eye-tracking	2022		0		10.31219/osf.io/29jye			Event detection is a difficult step in analyzing eye movement data. The main drawback of current event detectionmethods is that the parameters need to be adjusted depending on the quality of the eye movement data. Here we showthat fully automatic classification of raw eye gaze patterns such as fixations, saccades or other oculomotor events can beachieved using a machine learning approach. Any events that have already been detected manually or algorithmicallycan be used to train the classifier to perform similar classification of other data without the user having to set parameters.In this study, we investigate the use of random forest machine learning techniques to detect fixations, saccades andpost-saccadic oscillations (PSOs). To demonstrate the practical applicability of the proposed method for applicationsinvolving eye movement classification algorithms, we present an example of the method in an eye movement drivenbiometric application. We conclude that machine learning techniques lead to better recognition performance thancurrent state-of-the-art event recognition algorithms and can match the performance of hand coding.
1_base_rate	base rate precision rare event detection machine learning	crossref	Study of High Voltage Breakdown in Liquid Xenon Time Projection Chambers and Statistical Interpretation of Machine Learning Assisted Event Discrimination in Rare Event Searches			0		10.22215/etd/2024-16185			
1_base_rate	base rate precision rare event detection machine learning	crossref	Detecting Illicit Investment in Real Estate: A Machine‑Learning Approach to Rare‑Event AML Risk	2026		0		10.21203/rs.3.rs-8941478/v1			Abstract Illicit investment in residential real estate poses persistent challenges for anti–money‑laundering (AML) enforcement due to ownership opacity, fragmented data, and the scarcity of confirmed criminal cases. This study evaluates supervised machine‑learning and neural‑network models to determine their ability to detect properties linked to criminal activity and to identify the most influential predictors of illicit investment. Using a rare‑event dataset and cross‑validated modelling framework, the analysis shows that meaningful patterns can be detected despite extreme class imbalance. Across logistic regression, Random Forest, XGBoost, CART oversampling experiments, and an artificial neural network, consistent predictors—market_value, owner_legal_person, owner_owns_multiple, land_acres, and out_of_state_owner—emerge as central risk indicators. The findings support Rational Choice Theory by illustrating how offenders exploit structural vulnerabilities to maximize utility. Policy implications include property‑level risk scoring, early‑warning systems, and enhanced support for gatekeepers. Machine‑learning approaches show strong potential to strengthen real‑estate AML frameworks.
1_base_rate	base rate precision rare event detection machine learning	crossref	Towards meV-scale rare event detection with quantum sensors	2022	Optical and Quantum Sensing and Precision Metrology II	0		10.1117/12.2616900			
1_base_rate	base rate precision rare event detection machine learning	crossref	Rare Sound Event Detection Using Deep Learning and Data Augmentation	2019	Interspeech 2019	16		10.21437/interspeech.2019-1985			
1_base_rate	base rate precision rare event detection machine learning	crossref	Application: Multimodal Event Detection		Computational Imaging and Vision	0		10.1007/1-4020-3275-7_9		en	
1_base_rate	base rate precision rare event detection machine learning	crossref	Safe: Sound Analysis for Fall Event Detection Using Machine Learning	2024		0		10.2139/ssrn.4999691			
1_base_rate	base rate precision rare event detection machine learning	crossref	Seismic Event Detection and Subsurface Characterization Using Large-Scale Machine-Learning Techniques	2018		0		10.2172/1431052			
